"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
6912,"06WI","small_airport","Young Private Airport",45.66270065307617,-92.45020294189453,1075,"NA","US","US-WI","Frederic","no","06WI",,"06WI",,,
15372,"06WN","small_airport","Western Airpark",46.92499923706055,-122.5530014038086,394,"NA","US","US-WA","Yelm","no","06WN",,"06WN",,,"Formerly 92W"
6913,"06XS","small_airport","Campbell Field",33.32469940185547,-97.04419708251953,546,"NA","US","US-TX","Aubrey","no","06XS",,"06XS",,,
6914,"06Y","small_airport","Herman Municipal Airport",45.83000183105469,-96.16059875488281,1068,"NA","US","US-MN","Herman","no","06Y",,"06Y",,,
6915,"07AL","heliport","Tac X Stagefield Army Heliport",31.125200271606445,-85.9791030883789,132,"NA","US","US-AL","Fort Rucker/Samson","no","07AL",,"07AL",,,
6916,"07AR","small_airport","Morrilton Airport",35.19449996948242,-92.80020141601562,300,"NA","US","US-AR","Morrilton","no","07AR",,"07AR",,,
6917,"07AZ","closed","John C Lincoln Hospital Heliport",33.56669998168945,-112.06900024414062,1255,"NA","US","US-AZ","Phoenix","no","07AZ",,"07AZ",,,
6918,"07B","small_airport","Blue Hill Airport",44.448001861572266,-68.5697021484375,360,"NA","US","US-ME","Blue Hill","no","07B",,"07B",,,
6919,"07CA","heliport","West Side Hospital Heliport",35.13890075683594,-119.45099639892578,850,"NA","US","US-CA","Taft","no","07CA",,"07CA",,,
6920,"07CL","small_airport","Richvale Airport",39.49769973754883,-121.77100372314453,100,"NA","US","US-CA","Richvale","no","07CL",,"07CL",,,
6921,"07CO","small_airport","Comanche Creek Airport",39.26359939575195,-104.427001953125,6620,"NA","US","US-CO","Kiowa","no","07CO",,"07CO",,,
6922,"07CT","closed","Tnt Heliport",41.45289993286133,-72.24960327148438,430,"NA","US","US-CT","Salem","no","07CT",,"07CT",,,
6923,"07D","small_airport","Tackaberry Airport",43.06449890136719,-82.72380065917969,764,"NA","US","US-MI","Avoca","no","07D",,"07D",,,
6924,"07FA","small_airport","Ocean Reef Club Airport",25.325399398804,-80.274803161621,8,"NA","US","US-FL","Key Largo","no","07FA","OCA","07FA","https://www.oceanreef.com/community/private-airport-1345.html","https://en.wikipedia.org/wiki/Ocean_Reef_Club_Airport",
6925,"07FD","small_airport","Flying G Ranch STOLport",30.417999267578125,-83.28379821777344,90,"NA","US","US-FL","Lee","no","07FD",,"07FD",,,
6926,"07FL","heliport","Southwest Florida Regional Medical Center Heliport",26.60540008544922,-81.8594970703125,18,"NA","US","US-FL","Fort Myers","no","07FL",,"07FL",,,
6927,"07GA","small_airport","Alcovy Airport",33.67499923706055,-83.76309967041016,750,"NA","US","US-GA","Covington","no","07GA",,"07GA",,,
6928,"07I","seaplane_base","Lake Monroe Seaplane Base",39.05870056152344,-86.44609832763672,538,"NA","US","US-IN","Bloomington","no","07I",,"07I",,,
6929,"07ID","small_airport","Interstate Airport",42.2781982421875,-113.30500030517578,4580,"NA","US","US-ID","Malta","no","07ID",,"07ID",,,
6930,"07II","heliport","St Vincent Jennings Hospital Heliport",39.01060104370117,-85.64080047607422,740,"NA","US","US-IN","North Vernon","no","07II",,"07II",,,
6931,"07IN","small_airport","Gray Airport",39.573699951171875,-85.91390228271484,750,"NA","US","US-IN","Boggstown","no","07IN",,"07IN",,,
6932,"07K","small_airport","Central City Municipal - Larry Reineke Field",41.1125984192,-98.0516967773,1717,"NA","US","US-NE","Central City","no","07K",,"07K",,,
6933,"07KS","small_airport","Heape Field",37.73419952392578,-96.93669891357422,1321,"NA","US","US-KS","Augusta","no","07KS",,"07KS",,,
6934,"07KY","small_airport","Blue Lick Airport",38.08060073852539,-85.69329833984375,532,"NA","US","US-KY","Louisville","no","07KY",,"07KY",,,
6935,"07LA","heliport","Air Oil Inc Nr 1 Heliport",29.93709945678711,-90.18370056152344,,"NA","US","US-LA","Harahan","no","07LA",,"07LA",,,
6936,"07LS","heliport","LA State Police Troop F Heliport",32.518100738499996,-91.9889984131,80,"NA","US","US-LA","Monroe","no","07LS",,"07LS",,,
6937,"07MA","heliport","West Pond Heliport",41.91699981689453,-70.70950317382812,149,"NA","US","US-MA","Plymouth","no","07MA",,"07MA",,,
6938,"07MD","small_airport","Baugher's Orchard Airport",39.608299255371094,-77.0519027709961,700,"NA","US","US-MD","Westminster","no","07MD",,"07MD",,,
6939,"07ME","heliport","Westbrook Heliport",43.73830032348633,-70.33920288085938,250,"NA","US","US-ME","Westbrook","no","07ME",,"07ME",,,
6940,"07MI","small_airport","Scott Airstrip",43.864200592041016,-85.0239028930664,1065,"NA","US","US-MI","Lake","no","07MI",,"07MI",,,
6941,"07MN","small_airport","Dairyview Airport",44.05500030517578,-95.90950012207031,1680,"NA","US","US-MN","Hadley","no","07MN",,"07MN",,,
6942,"07MO","small_airport","Lake Sexton Airport",38.650001525878906,-93.61689758300781,880,"NA","US","US-MO","Warrensburg","no","07MO",,"07MO",,,
6943,"07MT","small_airport","Glasgow Industrial Airport",48.42110061645508,-106.52799987792969,2762,"NA","US","US-MT","Glasgow","no","07MT",,"07MT",,,
6944,"07N","small_airport","Bermudian Valley Airpark",40.01679992675781,-77.00389862060547,470,"NA","US","US-PA","Kralltown","no","07N",,"07N",,,
6945,"07NC","small_airport","Hawks Meadow Airport",34.83319854736328,-80.7511978149414,625,"NA","US","US-NC","Waxhaw","no","07NC",,"07NC",,,
6946,"07NH","seaplane_base","Diving Rock Seaplane Base",43.17559814453125,-72.06390380859375,1404,"NA","US","US-NH","Washington","no","07NH",,"07NH",,,
6947,"07NJ","heliport","Palisades General Hospital Heliport",40.79180145263672,-73.99539947509766,10,"NA","US","US-NJ","North Bergen","no","07NJ",,"07NJ",,,
6948,"07NY","heliport","Mmc Heliport",42.66640090942383,-74.76499938964844,1320,"NA","US","US-NY","Monticello","no","07NY",,"07NY",,,
6949,"07OH","heliport","Tennessee Gas Heliport",39.93730163574219,-81.68350219726562,1025,"NA","US","US-OH","Claysville","no","07OH",,"07OH",,,
6950,"07OK","small_airport","Pleasant Valley Airport",34.633399963378906,-99.03369903564453,1322,"NA","US","US-OK","Snyder","no","07OK",,"07OK",,,
6951,"07OR","small_airport","Bruce's Airport",45.42179870605469,-122.62000274658203,250,"NA","US","US-OR","Milwaukie","no","07OR",,"07OR",,,
45747,"07PN","small_airport","Folmar Airport",40.998889,-78.125278,1690,"NA","US","US-PA","Grassflat","no","07PN",,"07PN",,,
6952,"07SN","small_airport","Churchill Airport",39.77280044555664,-99.36009979248047,1965,"NA","US","US-KS","Phillipsburg","no","07SN",,"07SN",,,
6953,"07TA","small_airport","Salaika Aviation Airport",29.24049949645996,-95.3447036743164,30,"NA","US","US-TX","Danbury","no","07TA",,"07TA",,,
6954,"07TE","small_airport","Cuddihy Field",27.721099853515625,-97.51280212402344,39,"NA","US","US-TX","Corpus Christi","no","07TE",,"07TE",,,
6955,"07TN","small_airport","Corntassel Airport",35.568599700927734,-84.24109649658203,970,"NA","US","US-TN","Vonore","no","07TN",,"07TN",,,
6956,"07TS","small_airport","Cross-Country Estates Airport",30.625,-97.57279968261719,690,"NA","US","US-TX","Georgetown","no","07TS",,"07TS",,,
6957,"07TX","heliport","Pecks Heliport",33.183998107910156,-96.447998046875,660,"NA","US","US-TX","Princeton","no","07TX",,"07TX",,,
310114,"07UT","small_airport","ATK/Thiokol Airport",41.7166667,-112.4472222,4480,"NA","US","US-UT","Howell","no","07UT",,"07UT",,,"UT23, Air Force Plant 78 Airfield"
6958,"07VA","small_airport","Alpha Hotel Airport",36.81959915161133,-78.78309631347656,350,"NA","US","US-VA","Clover","no","07VA",,"07VA",,,
6959,"07VT","small_airport","Meadow STOLport",44.447200775146484,-72.91470336914062,801,"NA","US","US-VT","Jericho","no","07VT",,"07VT",,,
6960,"07WA","heliport","Deaconess Medical Center Heliport",47.651798248291016,-117.42500305175781,2110,"NA","US","US-WA","Spokane","no","07WA",,"07WA",,,
6961,"07WI","small_airport","Bartell Strip",42.965301513671875,-88.3915023803711,990,"NA","US","US-WI","Genessee Depot","no","07WI",,"07WI",,,
6962,"07XS","heliport","Allen Ponderosa Heliport",32.542198181152344,-97.3917007446289,840,"NA","US","US-TX","Crowley","no","07XS",,"07XS",,,
6963,"07Y","small_airport","Hill City-Quadna Mountain Airport",46.955501556396484,-93.5969009399414,1289,"NA","US","US-MN","Hill City","no","07Y",,"07Y",,,
45248,"08AK","small_airport","Fisher Airport",61.569639,-149.724439,200,"NA","US","US-AK","Big Lake","no","08AK",,"08AK",,,
6964,"08AR","heliport","Crittenden Regional Hospital Heliport",35.141944,-90.19,206,"NA","US","US-AR","West Memphis","no","08AR",,"08AR",,,
6965,"08AZ","heliport","Mesa Police Heliport",33.41740036010742,-111.83699798583984,1240,"NA","US","US-AZ","Mesa","no","08AZ",,"08AZ",,,
6966,"08B","small_airport","Merrymeeting Field",44,-69.88710021972656,65,"NA","US","US-ME","Bowdoinham","no","08B",,"08B",,,
6967,"08CA","heliport","Pg & E Co. Placerville Svc Center Heliport",38.69490051269531,-120.8270034790039,1810,"NA","US","US-CA","Diamond Springs","no","08CA",,"08CA",,,
6968,"08CL","small_airport","Kistler Ranch Airport",37.85960006713867,-120.55400085449219,1025,"NA","US","US-CA","Jamestown","no","08CL",,"08CL",,,
45316,"08CN","heliport","Tulare Motor Sports #1 Heliport",36.172031,-119.306181,270,"NA","US","US-CA","Tulare","no","08CN",,"08CN",,,
6969,"08CO","small_airport","Terra Firma Airport",38.73249816894531,-104.04100036621094,5600,"NA","US","US-CO","Rush","no","08CO",,"08CO",,,
6970,"08CT","seaplane_base","Seavair's Landing Seaplane Base",41.895999908447266,-73.09310150146484,881,"NA","US","US-CT","Winsted","no","08CT",,"08CT",,,
6971,"08F","small_airport","City of Coalgate Airport",34.53179931640625,-96.23310089111328,615,"NA","US","US-OK","Coalgate","no","08F",,"08F",,,
6972,"08FA","small_airport","Duda Airstrip",26.57979965209961,-81.48370361328125,35,"NA","US","US-FL","La Belle","no","08FA",,"08FA",,,
6973,"08FD","small_airport","Sunniland Ranch Airport",27.363100051879883,-80.77279663085938,65,"NA","US","US-FL","Okeechobee","no","08FD",,"08FD",,,
6974,"08FL","small_airport","J. H. Hendrie Farms Airport",27.08449935913086,-81.32869720458984,103,"NA","US","US-FL","Lake Placid","no","08FL",,"08FL",,,
6975,"08G","heliport","Salt Fork Lodge Heliport",40.11090087890625,-81.52619934082031,960,"NA","US","US-OH","Cambridge","no","08G",,"08G",,,
6976,"08GA","small_airport","Sapelo Island Airport",31.425800323486328,-81.28589630126953,12,"NA","US","US-GA","Darien","no","08GA",,"08GA",,,
6977,"08ID","small_airport","Symms Airport",43.56930160522461,-116.7770004272461,2680,"NA","US","US-ID","Marsing","no","08ID",,"08ID",,,
6978,"08II","heliport","Lagrange Hospital Heliport",41.64590072631836,-85.42639923095703,943,"NA","US","US-IN","Lagrange","no","08II",,"08II",,,
6979,"08IL","small_airport","Harms Airstrip",41.57699966430664,-89.79399871826172,643,"NA","US","US-IL","Tampico","no","08IL",,"08IL",,,
45416,"08IN","seaplane_base","Winona Lake Seaplane Base",41.223056,-85.830556,812,"NA","US","US-IN","Winona Lake","no","02D",,"02D",,,"08IN"
6980,"08IS","small_airport","Hemmer RLA Restricted Landing Area",37.977798461899994,-89.20290374759999,400,"NA","US","US-IL","Du Quoin","no","08IS",,"08IS",,,
6981,"08KS","small_airport","Alderson Airport",39.034698486328125,-97.58000183105469,1250,"NA","US","US-KS","Bennington","no","08KS",,"08KS",,,
6982,"08KY","small_airport","Boss Airport",36.972599029541016,-84.6260986328125,820,"NA","US","US-KY","Burnside","no","08KY",,"08KY",,,
6983,"08LA","heliport","Air Oil Inc Nr 2 Heliport",29.952999114990234,-90.18260192871094,4,"NA","US","US-LA","Harahan","no","08LA",,"08LA",,,
6984,"08LL","small_airport","Sauer Airport",41.07529830932617,-88.48919677734375,665,"NA","US","US-IL","Dwight","no","08LL",,"08LL",,,
6985,"08LS","small_airport","Aeleron Airport",30.403600692749023,-92.02359771728516,51,"NA","US","US-LA","Grand Coteau","no","08LS",,"08LS",,,
6986,"08MA","small_airport","Wormid Airport",42.29399871826172,-71.49620056152344,360,"NA","US","US-MA","Southborough","no","08MA",,"08MA",,,
6987,"08MD","heliport","St Joseph Hospital Heliport",39.388301849365234,-76.61000061035156,470,"NA","US","US-MD","Towson","no","08MD",,"08MD",,,
6988,"08ME","small_airport","Lindbergh Airport",44.81420135498047,-70.34529876708984,554,"NA","US","US-ME","Avon","no","08ME",,"08ME",,,
6989,"08MI","heliport","Sparrow Hospital Heliport",42.73419952,-84.53659821,1019,"NA","US","US-MI","Lansing","no","08MI",,"08MI",,,
6990,"08MN","seaplane_base","Christenson Point Seaplane Base",47.66939926147461,-93.05439758300781,1372,"NA","US","US-MN","Chisholm/Hibbing","no","08MN",,"08MN",,,
6991,"08MO","small_airport","Twin Oaks Airport",37.395599365234375,-94.28379821777344,955,"NA","US","US-MO","Jasper","no","08MO",,"08MO",,,
6992,"08MS","small_airport","Williams Field",34.66220093,-89.86830139,345,"NA","US","US-MS","Coldwater","no","08MS",,"08MS",,,
6993,"08MT","small_airport","Clark Airport",47.063899993896484,-108.81700134277344,3450,"NA","US","US-MT","Grassrange","no","08MT",,"08MT",,,
6994,"08N","small_airport","Keller Brothers Airport",40.29180145263672,-76.32879638671875,550,"NA","US","US-PA","Lebanon","no","08N",,"08N",,,
6995,"08NC","small_airport","Whiteheart Farm Airport",36.06760025024414,-80.4655990600586,750,"NA","US","US-NC","Lewisville","no","08NC",,"08NC",,,
6996,"08ND","small_airport","Brecht Strip",47.32310104370117,-102.0979995727539,1990,"NA","US","US-ND","Golden Valley","no","08ND",,"08ND",,,
6997,"08NE","small_airport","Laurel Municipal Airport",42.43170166015625,-97.07949829101562,1467,"NA","US","US-NE","Laurel","no","08NE",,"08NE",,,
6998,"08NH","heliport","Memorial Hospital Heliport",44.0612983704,-71.1358032227,574,"NA","US","US-NH","North Conway","no","08NH",,"08NH",,,
6999,"08NJ","heliport","St Barnabas Medical Center Heliport",40.76259994506836,-74.30400085449219,429,"NA","US","US-NJ","Livingston","no","08NJ",,"08NJ",,,
7000,"08NY","small_airport","Md1 Airport",41.368099212646484,-74.50559997558594,650,"NA","US","US-NY","Middletown","no","08NY",,"08NY",,,
7001,"08OH","small_airport","Kenley Airport",41.29169845581055,-80.5636978149414,1230,"NA","US","US-OH","Hartford","no","08OH",,"08OH",,,
7002,"08OK","small_airport","Parks Airport",34.93149948120117,-95.25830078125,635,"NA","US","US-OK","Wilburton","no","08OK",,"08OK",,,
7003,"08OR","small_airport","Saxon Sycan Airport",42.839298248291016,-121.11699676513672,4990,"NA","US","US-OR","Silver Lake","no","08OR",,"08OR",,,
7004,"08PA","heliport","Pocono Raceway Heliport",41.05839920043945,-75.49960327148438,1812,"NA","US","US-PA","Pocono Pines","no","08PA",,"08PA",,,
7005,"08PN","heliport","Thomson Heliport",40.0458984375,-76.28079986572266,310,"NA","US","US-PA","Lancaster","no","08PN",,"08PN",,,
7006,"08R","small_airport","Richmond Airport",41.489498138427734,-71.62059783935547,130,"NA","US","US-RI","West Kingston","no","08R",,"08R",,,
7007,"08TA","heliport","Rancho Del Lago Heliport",29.951900482177734,-98.22450256347656,1208,"NA","US","US-TX","Fischer","no","08TA",,"08TA",,,
7008,"08TE","small_airport","B. J. Mc Combs Sisterdale Airport",29.9759998322,-98.743598938,1447,"NA","US","US-TX","Comfort","no","08TE",,"08TE",,,
7009,"08TS","small_airport","Puesta Del Sol Airport",26.887800216674805,-98.5072021484375,420,"NA","US","US-TX","La Gloria","no","08TS",,"08TS",,,
7010,"08TX","small_airport","Cross Wind Airport",32.85820007324219,-97.74749755859375,1040,"NA","US","US-TX","Weatherford","no","08TX",,"08TX",,,
7011,"08U","small_airport","Stevens-Crosby Airport",41.51570129394531,-115.86000061035156,6397,"NA","US","US-NV","North Fork","no","08U",,"08U",,,
7012,"08VA","small_airport","Springwood Airstrip",37.55400085449219,-79.74980163574219,1000,"NA","US","US-VA","Buchanan","no","08VA",,"08VA",,,
7013,"08WA","heliport","Manchester Laboratory Heliport",47.57429885864258,-122.5479965209961,2,"NA","US","US-WA","Manchester","no","08WA",,"08WA",,,
7014,"08WI","closed","Pierick Airport",43.04359817504883,-90.3551025390625,1225,"NA","US","US-WI","Highland","no","08WI",,"08WI",,,
7015,"08XS","small_airport","Peterson Airport",29.10810089111328,-95.77749633789062,45,"NA","US","US-TX","Old Ocean","no","08XS",,"08XS",,,
45270,"09AK","small_airport","West Beaver Airport",61.589361,-149.847333,228,"NA","US","US-AK","Big Lake","no","09AK",,"09AK",,,
7016,"09AR","heliport","Magnolia Hospital Heliport",33.27320098876953,-93.23989868164062,310,"NA","US","US-AR","Magnolia","no","09AR",,"09AR",,,
7017,"09AZ","small_airport","Stronghold Airport",31.92530059814453,-110.03800201416016,4970,"NA","US","US-AZ","St David","no","09AZ",,"09AZ",,,
7018,"09CA","heliport","Mee Memorial Hospital Heliport",36.20554,-121.132503,320,"NA","US","US-CA","King City","no","09CA",,"09CA",,,
7019,"09CL","small_airport","Alta Sierra Airport",39.113800048828125,-121.05699920654297,2275,"NA","US","US-CA","Grass Valley","no","09CL",,"09CL",,,
45317,"09CN","heliport","Tulare Motor Sports #2 Heliport",36.182556,-119.313572,272,"NA","US","US-CA","Tulare","no","09CN",,"09CN",,,
7020,"09CO","small_airport","Cottonwood Field",38.055599212646484,-103.65299987792969,4180,"NA","US","US-CO","Swink","no","09CO",,"09CO",,,
7021,"09FA","small_airport","Placid Lakes Airport",27.2455997467041,-81.41310119628906,130,"NA","US","US-FL","Lake Placid","no","09FA",,"09FA",,,
7022,"09FD","small_airport","Cheryl-Lane Landings Airport",28.671100616455078,-82.0873031616211,71,"NA","US","US-FL","Bushnell","no","09FD",,"09FD",,,
7023,"09FL","small_airport","Sunnybreeze Airport",27.055599212646484,-81.97059631347656,60,"NA","US","US-FL","Arcadia","no","09FL",,"09FL",,,
7024,"09GA","small_airport","Sunbelt Strip",31.111299514770508,-83.68409729003906,230,"NA","US","US-GA","Moultrie","no","09GA",,"09GA",,,
7025,"09I","seaplane_base","International Falls Seaplane Base",48.60580062866211,-93.37079620361328,1110,"NA","US","US-MN","International Falls","no","09I",,"09I",,,
7026,"09IA","small_airport","Skydive Iowa Airport",41.74580001831055,-92.4093017578125,820,"NA","US","US-IA","Brooklyn","no","09IA",,"09IA",,,
7027,"09ID","small_airport","Taylor Ranch Landing Area Airport",45.10390090942383,-114.8550033569336,3835,"NA","US","US-ID","Moscow","no","09ID",,"09ID",,,
7028,"09II","small_airport","Gibbons Field",38.44729995727539,-86.44499969482422,880,"NA","US","US-IN","Valeene","no","09II",,"09II",,,
7029,"09IL","heliport","Silver Cross Hospital Heliport",41.536399841308594,-88.05259704589844,610,"NA","US","US-IL","Joliet","no","09IL",,"09IL",,,
7030,"09IN","small_airport","Gordon Airport",41.12089920043945,-85.42500305175781,850,"NA","US","US-IN","Columbia City","no","09IN",,"09IN",,,
7031,"09IS","heliport","Swedish American Heliport",42.26499938964844,-89.07430267333984,874,"NA","US","US-IL","Rockford","no","09IS",,"09IS",,,
7032,"09KS","small_airport","Coffman Airport",38.707000732421875,-95.13829803466797,970,"NA","US","US-KS","Wellsville","no","09KS",,"09KS",,,
7033,"09KY","heliport","Baptist Hospital East Heliport",38.23899841308594,-85.63939666748047,531,"NA","US","US-KY","Louisville","no","09KY",,"09KY",,,
7034,"09LA","heliport","Era Helicopters Fourchon Helibase Heliport",29.123300552368164,-90.20169830322266,2,"NA","US","US-LA","Grand Isle","no","09LA",,"09LA",,,
7035,"09LL","small_airport","Pine Hill Airport",42.468101501464844,-88.74320220947266,1000,"NA","US","US-IL","Capron","no","09LL",,"09LL",,,
7036,"09LS","heliport","West Feliciana Sheriff's Office Heliport",30.824399948120117,-91.38459777832031,181,"NA","US","US-LA","St Francisville","no","09LS",,"09LS",,,
7037,"09MA","small_airport","Kallander Field",42.304298400878906,-71.50589752197266,403,"NA","US","US-MA","Southborough","no","09MA",,"09MA",,,
7038,"09ME","small_airport","Perrotti Skyranch Airfield",43.34080123901367,-70.85469818115234,260,"NA","US","US-ME","Berwick","no","09ME",,"09ME",,,
7039,"09MI","heliport","Michigan National Guard Headquarters Heliport",42.708099365234375,-84.56079864501953,842,"NA","US","US-MI","Lansing","no","09MI",,"09MI",,,
7040,"09MN","small_airport","W Johnson Field",44.779998779296875,-95.6635971069336,1060,"NA","US","US-MN","Hazel Run","no","09MN",,"09MN",,,
7041,"09MO","small_airport","Hogue Farm Airport",37.37839889526367,-93.36329650878906,1210,"NA","US","US-MO","Willard","no","09MO",,"09MO",,,
7042,"09N","small_airport","Airhaven Airport",41.83259963989258,-73.8759994506836,450,"NA","US","US-NY","Staatsburg","no","09N",,"09N",,,
7043,"09NC","small_airport","William Irving Lewis Airport",35.32929992675781,-79.02999877929688,310,"NA","US","US-NC","Broadway","no","09NC",,"09NC",,,
7044,"09NE","small_airport","Summer Hill Farm Airport",41.33330154418945,-96.193603515625,1250,"NA","US","US-NE","Bennington","no","09NE",,"09NE",,,
7045,"09NJ","heliport","Stonebridge Farm Helistop",40.65370178222656,-74.6865005493164,100,"NA","US","US-NJ","Somerville","no","09NJ",,"09NJ",,,
7046,"09NY","heliport","Spring Lake Fire Department Heliport",41.92890167236328,-74.04889678955078,254,"NA","US","US-NY","Kingston","no","09NY",,"09NY",,,
7047,"09OK","small_airport","Ragtime Aerodrome",36.35449981689453,-95.86389923095703,700,"NA","US","US-OK","Collinsville","no","09OK",,"09OK",,,
7048,"09OR","heliport","Mid-Columbia Medical Center Heliport",45.587235,-121.163827,487,"NA","US","US-OR","The Dalles","no","09OR",,"09OR",,"http://en.wikipedia.org/wiki/Mid-Columbia_Medical_Center_Heliport",
7049,"09PA","small_airport","Eagle Field",40.82699966430664,-77.98809814453125,1780,"NA","US","US-PA","Port Matilda","no","09PA",,"09PA",,,
7050,"09PN","heliport","Hundley Residence Heliport",40.5620002746582,-75.1427001953125,480,"NA","US","US-PA","Kintersville","no","09PN",,"09PN",,,
7051,"09S","small_airport","Sullivan Lake State Airport",48.84090042114258,-117.28399658203125,2614,"NA","US","US-WA","Metaline Falls","no","09S",,"09S",,,
14580,"09TA","small_airport","Lazy G Bar Ranch Airport",33.282100677490234,-97.49700164794922,923,"NA","US","US-TX","Decatur","no","09TA",,"09TA",,,"Formerly 82T"
7052,"09TE","small_airport","Running M Ranch Airport",32.26679992675781,-97.86699676513672,787,"NA","US","US-TX","Glen Rose","no","09TE",,"09TE",,,
7053,"09TN","heliport","Univ of Tennessee Medical Center Heliport",35.94169998168945,-83.94400024414062,924,"NA","US","US-TN","Knoxville","no","09TN",,"09TN",,,
7054,"09TS","small_airport","Pitcock Rosillos Mountain Ranch Airport",29.48240089416504,-103.16500091552734,3100,"NA","US","US-TX","Marathon","no","09TS",,"09TS",,,
7055,"09TX","small_airport","Smokey Mtn Ranch Airport",30.739099502563477,-102.02400207519531,2522,"NA","US","US-TX","Sheffield","no","09TX",,"09TX",,,
7056,"09VA","small_airport","Alum Ridge STOLport",36.97650146484375,-80.493896484375,2375,"NA","US","US-VA","Floyd","no","09VA",,"09VA",,,
7057,"09VG","heliport","Augusta Medical Center Heliport",38.09080123901367,-78.98500061035156,1390,"NA","US","US-VA","Fishersville","no","09VG",,"09VG",,,
7058,"09W","heliport","South Capitol Street Heliport",38.86869812011719,-77.00749969482422,10,"NA","US","US-DC","Washington","no","09W",,"09W",,,
7059,"09WA","heliport","Holy Family Hospital Heliport",47.71039962768555,-117.40699768066406,2081,"NA","US","US-WA","Spokane","no","09WA",,"09WA",,,
7060,"09WI","small_airport","Parkway Farm Strip",44.00360107421875,-91.30760192871094,705,"NA","US","US-WI","Holmen","no","09WI",,"09WI",,,
7061,"09XS","heliport","Baptist Medical Center Heliport",29.433000564575195,-98.49220275878906,710,"NA","US","US-TX","San Antonio","no","09XS",,"09XS",,,
7062,"09Y","seaplane_base","Wipline Seaplane Base",44.81660079956055,-93.0155029296875,687,"NA","US","US-MN","Inver Grove Hgts","no","09Y",,"09Y",,,
7063,"0AK","small_airport","Pilot Station Airport",61.934600830078,-162.89999389648,305,"NA","US","US-AK","Pilot Station","no","0AK","PQS","0AK",,"https://en.wikipedia.org/wiki/Pilot_Station_Airport",
7064,"0AK0","small_airport","Scotts Airport",64.39250183105469,-146.86199951171875,800,"NA","US","US-AK","North Pole","no","0AK0",,"0AK0",,,
7065,"0AK1","small_airport","Anderson Lake Airport",61.61690139770508,-149.32200622558594,463,"NA","US","US-AK","Wasilla","no","0AK1",,"0AK1",,,
45273,"0AK2","small_airport","Yentna Bend Strip",61.725556,-150.678611,81,"NA","US","US-AK","Willow","no","0AK2",,"0AK2",,,
7066,"0AK3","small_airport","Parker Lake Airport",62.0359001159668,-150.49400329589844,250,"NA","US","US-AK","Montana Creek","no","0AK3",,"0AK3",,,
7067,"0AK5","small_airport","Young Creek Airport",61.35649871826172,-142.73300170898438,1580,"NA","US","US-AK","May Creek","no","0AK5",,"0AK5",,,
7068,"0AK6","small_airport","Victory Airport",61.80339813232422,-147.94400024414062,1800,"NA","US","US-AK","Victory Bible Camp","no","0AK6",,"0AK6",,,
7069,"0AK7","small_airport","Bradley Lake Hydroelectri Project Airstrip",59.776100158691406,-150.95899963378906,18,"NA","US","US-AK","Homer","no","0AK7",,"0AK7",,,
7070,"0AK8","heliport","Pollux Heliport",64.89579772949219,-147.4969940185547,515,"NA","US","US-AK","North Pole","no","0AK8",,"0AK8",,,
7071,"0AK9","small_airport","Falcon Lake Strip",61.33259963989258,-150.0590057373047,110,"NA","US","US-AK","Point Mackenzie","no","0AK9",,"0AK9",,,
7072,"0AL0","heliport","Huntsville Field",34.68840026855469,-86.58889770507812,619,"NA","US","US-AL","Huntsville","no","0AL0",,"0AL0",,,
7073,"0AL1","small_airport","Resort Airport",30.443899154663086,-87.65689849853516,97,"NA","US","US-AL","Foley","no","0AL1",,"0AL1",,,
7074,"0AL2","heliport","Clay County Hospital Heliport",33.275001525878906,-85.83329772949219,1040,"NA","US","US-AL","Ashland","no","0AL2",,"0AL2",,,
7075,"0AL3","heliport","Hospital Pad Heliport",31.430599212646484,-86.94029998779297,295,"NA","US","US-AL","Evergreen","no","0AL3",,"0AL3",,,
7076,"0AL4","heliport","B.M.C. - De Kalb Heliport",34.4407997131,-85.756401062,870,"NA","US","US-AL","Fort Payne","no","0AL4",,"0AL4",,,
7077,"0AL5","small_airport","Flomaton Airport",31.03219985961914,-87.25279998779297,247,"NA","US","US-AL","Flomaton","no","0AL5",,"0AL5",,,
7078,"0AL6","heliport","D.W. Mcmillian Memorial Hospital Heliport",31.127199172973633,-87.07330322265625,155,"NA","US","US-AL","Brewton","no","0AL6",,"0AL6",,,
7079,"0AL7","heliport","Gadsden Regl Medical Center Heliport",34.00830078125,-85.96530151367188,621,"NA","US","US-AL","Gadsden","no","0AL7",,"0AL7",,,
7080,"0AL8","heliport","Brookwood Medical Center Heliport",33.46390151977539,-86.77310180664062,763,"NA","US","US-AL","Birmingham","no","0AL8",,"0AL8",,,
7081,"0AL9","small_airport","Wilson Creek Airport",34.849998474121094,-87.63249969482422,590,"NA","US","US-AL","Florence","no","0AL9",,"0AL9",,,
7082,"0AR0","heliport","Smh Heliport",36.18149948120117,-94.13710021972656,1352,"NA","US","US-AR","Springdale","no","0AR0",,"0AR0",,,
7083,"0AR1","small_airport","Hooterville South Airport",35.09469985961914,-93.2020034790039,370,"NA","US","US-AR","Centerville","no","0AR1",,"0AR1",,,
